student_id,interaction_order,is_correct,time_taken,attempt_count,hint_count
131,7,1,0.053,1,0
131,8,1,0.085,1,0
131,9,1,0.16,1,0
131,10,1,0.3,1,0
131,11,1,0.285,2,0
131,12,1,0.061,1,0
131,13,0,0.349,1,1
131,14,1,0.323,2,1
131,15,1,0.219,1,0
131,16,1,0.106,1,0
131,17,1,0.313,1,0
131,18,1,0.126,1,0
131,19,1,0.248,1,1
131,20,1,0.214,2,0
131,21,1,0.297,2,0
131,22,1,0.318,1,1
132,0,1,0.292,1,0
132,1,0,0.253,2,2
132,2,1,0.248,1,2
132,3,1,0.617,1,0
132,4,1,0.573,1,0
132,5,1,0.301,1,0
132,6,0,0.224,2,1
132,7,0,0.436,1,0
132,8,0,0.216,1,0
132,9,1,0.288,1,2
132,10,0,0.518,1,1
132,11,1,0.664,2,0
132,12,1,0.551,2,1
132,13,1,0.249,1,2
133,0,0,0.7,1,1
133,1,1,0.642,2,0
133,2,0,0.334,2,1
133,3,1,0.296,2,1
133,4,0,0.484,2,0
133,5,1,0.409,2,0
133,6,1,0.27,1,0
133,7,1,0.221,1,2
133,8,0,0.312,2,0
133,9,1,0.552,2,0
133,10,1,0.695,1,0
133,11,1,0.217,1,1
133,12,1,0.479,2,0
133,13,1,0.35,1,0
133,14,0,0.568,2,2
133,15,1,0.677,2,0
134,0,1,0.209,1,1
134,1,0,0.293,2,0
134,2,1,0.551,2,0
134,3,1,0.4,1,0
134,4,0,0.672,2,2
134,5,0,0.258,1,2
134,6,1,0.655,2,0
134,7,1,0.455,2,1
134,8,0,0.4,1,0
134,9,0,0.366,1,1
135,0,1,0.172,1,0
135,1,0,0.118,1,1
135,2,1,0.085,2,0
135,3,0,0.169,1,0
135,4,0,0.323,1,0
135,5,1,0.072,2,1
135,6,1,0.239,1,0
135,7,0,0.276,2,1
135,8,1,0.306,1,0
135,9,1,0.297,1,1
135,10,1,0.153,1,0
135,11,1,0.153,2,1
136,0,0,0.534,1,3
136,1,0,0.583,1,2
136,2,0,0.601,1,2
136,3,0,0.784,3,1
136,4,0,0.879,1,3
136,5,0,0.546,3,2
136,6,0,0.545,2,0
136,7,0,0.807,2,1
136,8,0,0.661,2,3
136,9,0,0.765,3,0
136,10,0,0.954,1,3
136,11,0,0.953,1,3
136,12,0,0.527,1,2
136,13,0,0.514,3,1
136,14,0,0.576,2,2
136,15,0,0.893,1,2
136,16,1,0.863,2,0
136,17,1,0.637,2,3
136,18,0,0.87,2,1
136,19,0,0.908,3,3
137,0,0,0.691,2,0
137,1,1,0.782,2,1
137,2,0,0.992,2,0
137,3,0,0.681,2,0
137,4,0,0.623,3,3
137,5,0,0.564,2,1
137,6,0,0.956,2,3
137,7,0,0.664,3,3
137,8,0,0.881,2,1
137,9,0,0.535,2,1
137,10,0,0.806,3,2
137,11,0,0.796,2,1
137,12,1,0.614,2,3
137,13,0,0.99,2,3
137,14,0,0.752,1,3
138,0,1,0.145,2,0
138,1,1,0.241,1,1
138,2,0,0.279,2,0
138,3,1,0.216,1,1
138,4,1,0.125,2,1
138,5,0,0.099,2,0
138,6,1,0.291,1,0
138,7,1,0.329,1,1
138,8,1,0.246,1,0
138,9,1,0.212,2,0
138,10,1,0.251,2,0
138,11,0,0.241,1,0
138,12,1,0.251,1,0
138,13,1,0.348,1,0
138,14,1,0.183,2,0
138,15,0,0.322,2,1
138,16,0,0.32,1,0
138,17,1,0.259,1,1
138,18,1,0.317,2,0
138,19,0,0.146,1,1
138,20,0,0.123,1,1
138,21,1,0.206,1,0
139,0,0,0.536,2,1
139,1,0,0.838,2,2
139,2,0,0.869,2,2
139,3,0,0.844,3,2
139,4,1,0.679,2,2
139,5,1,0.999,3,3
139,6,0,0.868,1,2
139,7,0,0.852,3,1
139,8,0,0.557,1,0
139,9,0,0.943,2,1
139,10,0,0.735,2,2
139,11,1,0.664,2,0
139,12,0,0.897,3,1
139,13,0,0.768,3,3
139,14,0,0.637,3,2
139,15,0,0.73,2,2
139,16,1,0.775,3,3
139,17,1,0.726,1,3
139,18,0,0.751,2,1
139,19,0,0.906,1,3
139,20,0,0.551,1,3
139,21,1,0.609,3,1
139,22,0,0.803,3,2
139,23,1,0.601,3,3
139,24,0,0.906,2,1
139,25,0,0.917,2,3
140,0,1,0.22,1,1
140,1,1,0.061,1,0
140,2,1,0.159,1,0
140,3,1,0.191,1,1
140,4,1,0.096,1,1
140,5,1,0.077,1,1
140,6,1,0.282,1,1
140,7,0,0.223,2,0
140,8,1,0.278,1,1
140,9,1,0.208,1,0
140,10,1,0.193,2,0
140,11,1,0.055,1,0
140,12,1,0.095,1,1
140,13,1,0.122,2,0
140,14,1,0.057,1,0
140,15,1,0.26,1,1
140,16,1,0.158,1,0
140,17,1,0.082,2,0
140,18,1,0.336,1,0
140,19,1,0.182,2,0
140,20,1,0.347,1,1
141,0,0,0.536,2,1
141,1,1,0.664,2,2
141,2,0,0.852,2,2
141,3,0,0.907,3,3
141,4,0,0.943,1,2
141,5,0,0.696,2,1
141,6,0,0.915,2,1
141,7,0,0.889,1,0
141,8,0,0.608,2,3
141,9,0,0.7,1,2
141,10,0,0.944,2,2
141,11,0,0.636,2,3
141,12,0,0.535,2,0
141,13,0,0.701,2,0
141,14,0,0.79,3,1
141,15,1,0.724,2,2
142,0,0,0.684,2,3
142,1,0,0.74,3,0
142,2,1,0.556,2,3
142,3,1,0.799,1,1
142,4,0,0.51,1,1
142,5,0,0.767,2,3
142,6,0,0.737,3,1
142,7,0,0.839,2,2
142,8,1,0.815,3,0
142,9,0,0.547,2,3
142,10,0,0.993,1,0
142,11,0,0.607,3,2
142,12,0,0.709,1,1
142,13,0,0.684,2,0
142,14,0,0.777,2,2
142,15,0,0.647,2,0
142,16,0,0.903,2,1
142,17,0,0.811,1,3
142,18,0,0.948,2,1
142,19,0,0.989,2,1
142,20,1,0.742,2,0
142,21,1,0.502,2,1
142,22,0,0.601,2,2
142,23,1,0.906,2,2
143,0,1,0.276,1,0
143,1,1,0.09,1,0
143,2,1,0.197,2,0
143,3,1,0.097,1,1
143,4,1,0.061,2,1
143,5,0,0.276,1,1
143,6,1,0.169,2,0
143,7,1,0.148,2,0
143,8,1,0.176,1,0
143,9,1,0.136,1,0
143,10,1,0.335,1,0
143,11,1,0.319,2,0
144,0,1,0.251,1,1
144,1,1,0.241,1,1
144,2,0,0.175,2,0
144,3,1,0.343,1,0
144,4,1,0.085,1,1
144,5,1,0.159,1,0
144,6,1,0.202,1,0
144,7,1,0.148,2,0
144,8,1,0.272,2,1
144,9,1,0.185,2,0
144,10,1,0.105,1,1
144,11,1,0.172,2,1
144,12,1,0.347,2,1
144,13,1,0.087,1,1
144,14,1,0.184,1,0
145,0,1,0.348,1,0
145,1,1,0.085,1,1
145,2,1,0.118,1,0
145,3,1,0.182,1,0
145,4,1,0.16,1,0
145,5,1,0.107,1,0
145,6,1,0.317,1,1
145,7,1,0.122,2,0
145,8,1,0.078,1,1
145,9,1,0.204,1,1
145,10,1,0.244,1,1
146,0,1,0.324,2,2
146,1,0,0.303,2,2
146,2,1,0.502,2,1
146,3,0,0.372,1,2
146,4,1,0.618,2,2
146,5,1,0.249,2,0
146,6,0,0.469,2,1
146,7,1,0.513,1,0
146,8,1,0.444,1,0
146,9,0,0.234,2,0
146,10,0,0.275,2,0
146,11,1,0.683,2,0
146,12,0,0.693,1,0
146,13,1,0.611,2,1
146,14,1,0.441,2,1
146,15,0,0.366,1,1
146,16,0,0.645,1,1
146,17,1,0.537,2,0
146,18,1,0.384,2,2
146,19,1,0.21,1,1
146,20,0,0.265,2,1
146,21,0,0.373,1,2
146,22,0,0.503,2,1
146,23,1,0.338,2,1
146,24,1,0.384,2,0
146,25,1,0.226,1,0
146,26,1,0.569,2,0
146,27,0,0.202,2,0
146,28,0,0.443,2,0
146,29,0,0.643,2,2
147,0,1,0.059,2,0
147,1,1,0.088,1,0
147,2,1,0.305,1,0
147,3,1,0.236,2,0
147,4,1,0.098,2,0
147,5,1,0.321,1,1
147,6,1,0.214,1,0
147,7,1,0.117,1,0
147,8,1,0.23,1,0
147,9,1,0.091,1,0
147,10,1,0.186,1,1
147,11,1,0.225,2,0
147,12,1,0.112,1,1
147,13,1,0.129,1,0
147,14,1,0.183,2,0
147,15,0,0.22,1,0
147,16,1,0.265,2,0
147,17,1,0.097,1,0
147,18,1,0.242,1,0
147,19,1,0.292,1,0
148,0,0,0.219,2,2
148,1,0,0.414,2,0
148,2,0,0.585,2,0
148,3,0,0.574,2,0
148,4,0,0.339,2,2
148,5,0,0.286,2,0
148,6,0,0.498,1,0
148,7,0,0.556,2,2
148,8,0,0.21,2,0
148,9,1,0.445,2,2
148,10,0,0.575,1,0
148,11,0,0.699,1,1
149,0,0,0.871,2,3
149,1,0,0.528,1,2
149,2,1,0.574,3,0
149,3,0,0.703,1,0
149,4,0,0.77,2,1
149,5,1,0.604,1,1
149,6,1,0.872,2,1
149,7,0,0.61,1,0
149,8,0,0.539,2,3
149,9,0,0.713,2,0
149,10,0,0.555,3,2
149,11,1,0.803,2,1
149,12,1,0.826,2,3
149,13,0,0.984,1,0
149,14,0,0.657,2,0
149,15,0,0.619,2,3
149,16,0,0.714,1,2
149,17,1,0.503,2,0
149,18,0,0.856,1,0
149,19,1,0.768,2,3
149,20,0,0.538,2,1
149,21,0,0.901,1,1
149,22,0,0.52,2,0
149,23,1,0.851,3,3
149,24,0,0.768,1,0
149,25,0,0.813,2,2
149,26,0,0.854,2,3
149,27,1,0.777,2,0
149,28,0,0.756,2,1
150,0,1,0.564,2,0
150,1,1,0.623,1,0
150,2,0,0.409,1,0
150,3,1,0.258,2,2
150,4,1,0.621,2,1
150,5,0,0.243,2,0
150,6,0,0.28,2,0
150,7,1,0.389,1,2
150,8,1,0.373,2,0
150,9,0,0.512,1,2
150,10,1,0.67,1,0
150,11,0,0.507,1,2
150,12,0,0.413,1,2
150,13,0,0.529,2,1
150,14,1,0.324,1,1
150,15,0,0.347,1,0
150,16,0,0.226,2,1
150,17,0,0.585,2,0
150,18,1,0.465,1,1
150,19,0,0.484,2,0
150,20,0,0.365,2,2
150,21,1,0.624,2,1
150,22,0,0.418,1,0
150,23,1,0.226,1,0
150,24,1,0.211,1,0
150,25,1,0.237,2,2
150,26,0,0.602,2,0
150,27,1,0.375,1,0
150,28,1,0.377,1,0
150,29,1,0.321,2,2
151,0,1,0.09,1,0
151,1,1,0.188,1,0
151,2,1,0.346,2,0
151,3,1,0.282,1,0
151,4,1,0.133,1,0
151,5,0,0.155,1,0
151,6,1,0.253,1,0
151,7,1,0.052,2,0
151,8,1,0.073,1,0
151,9,1,0.231,2,0
151,10,1,0.191,1,0
151,11,1,0.319,1,0
151,12,1,0.179,1,0
151,13,1,0.156,2,0
151,14,1,0.145,1,1
151,15,1,0.234,1,0
151,16,1,0.262,1,1
151,17,1,0.283,1,0
151,18,1,0.3,1,0
151,19,0,0.283,1,0
151,20,1,0.272,2,0
151,21,0,0.142,2,0
151,22,1,0.295,1,0
152,0,1,0.584,2,2
152,1,0,0.916,2,2
152,2,0,0.859,2,0
152,3,0,0.502,3,1
152,4,1,0.565,1,3
152,5,0,0.544,1,1
152,6,0,0.687,1,3
152,7,1,0.7,1,1
152,8,1,0.847,2,3
152,9,0,0.861,1,2
152,10,1,0.607,3,2
152,11,0,0.691,1,1
152,12,0,0.756,2,1
152,13,0,0.996,2,3
152,14,0,0.748,1,1
152,15,1,0.874,2,2
152,16,0,0.702,1,0
152,17,0,0.764,2,2
152,18,0,0.54,2,2
153,0,0,0.565,1,0
153,1,0,0.531,2,2
153,2,0,0.484,2,0
153,3,0,0.252,2,0
153,4,0,0.694,2,2
153,5,0,0.612,2,1
153,6,0,0.674,2,2
153,7,1,0.293,2,1
153,8,1,0.556,2,1
153,9,0,0.246,2,1
153,10,0,0.435,2,1
153,11,0,0.479,1,0
153,12,0,0.438,2,0
153,13,0,0.397,2,0
153,14,1,0.371,2,0
153,15,1,0.619,2,2
153,16,1,0.284,2,2
153,17,0,0.348,1,1
153,18,1,0.631,1,1
153,19,1,0.504,2,1
153,20,1,0.23,2,0
153,21,1,0.552,2,1
154,0,0,0.846,2,0
154,1,1,0.549,1,1
154,2,0,0.806,2,3
154,3,0,0.682,2,2
154,4,0,0.879,1,2
154,5,0,0.961,1,3
154,6,0,0.577,2,3
154,7,0,0.725,3,0
154,8,1,0.942,2,3
154,9,0,0.543,1,0
154,10,0,0.808,3,1
154,11,1,0.595,1,2
154,12,0,0.537,2,1
154,13,0,0.618,2,1
154,14,1,0.831,2,1
155,0,1,0.947,3,1
155,1,1,0.931,2,2
155,2,0,0.542,3,3
155,3,0,0.975,3,3
155,4,0,0.781,1,2
155,5,0,0.747,1,1
155,6,0,0.834,2,2
155,7,0,0.674,2,0
155,8,0,0.541,2,1
155,9,0,0.817,2,2
155,10,0,0.722,3,2
155,11,1,0.869,2,2
155,12,0,0.726,3,1
155,13,0,0.862,3,3
155,14,1,0.614,1,2
155,15,0,0.932,1,3
155,16,0,0.506,1,2
155,17,1,0.818,2,2
155,18,1,0.507,2,0
155,19,1,0.897,2,1
155,20,0,0.574,2,0
155,21,0,0.637,3,2
155,22,0,0.811,2,1
155,23,0,0.866,3,3
155,24,1,0.638,2,1
156,0,0,0.659,1,1
156,1,0,0.779,2,2
156,2,0,0.697,2,2
156,3,0,0.804,3,1
156,4,0,0.866,2,2
156,5,0,0.631,3,2
156,6,0,0.724,1,0
156,7,1,0.982,1,1
156,8,0,0.831,3,2
156,9,0,0.541,1,1
156,10,0,0.773,2,0
156,11,1,0.502,2,2
156,12,0,0.763,2,2
156,13,0,0.527,2,1
156,14,0,0.797,1,2
156,15,0,0.965,1,2
156,16,0,0.956,1,2
156,17,0,0.919,2,2
156,18,0,0.552,2,1
156,19,0,0.952,2,0
156,20,1,0.969,3,1
156,21,0,0.773,1,2
156,22,1,0.805,2,2
156,23,1,0.671,1,0
156,24,0,0.583,3,1
156,25,0,0.872,3,2
156,26,1,0.505,1,0
156,27,0,0.964,2,3
156,28,0,0.547,1,0
156,29,0,0.643,2,1
157,0,0,0.803,3,3
157,1,0,0.838,1,3
157,2,0,0.809,2,0
157,3,0,0.637,1,0
157,4,0,0.525,2,1
157,5,0,0.6,1,3
157,6,0,0.809,3,3
157,7,0,0.616,3,3
157,8,1,0.805,2,1
157,9,0,0.554,2,0
157,10,0,0.595,2,1
158,0,1,0.221,1,1
158,1,1,0.093,1,1
158,2,1,0.283,2,1
158,3,1,0.163,1,1
158,4,1,0.082,1,0
158,5,1,0.164,2,1
158,6,1,0.225,2,0
158,7,1,0.27,2,0
158,8,1,0.197,1,1
158,9,1,0.096,1,0
158,10,1,0.238,1,0
158,11,1,0.129,1,1
158,12,1,0.311,2,0
158,13,1,0.218,1,1
158,14,1,0.147,1,0
158,15,1,0.152,2,0
159,0,0,0.974,1,1
159,1,1,0.604,3,3
159,2,0,0.81,3,1
159,3,1,0.805,2,3
159,4,0,0.521,2,2
159,5,1,0.603,2,3
159,6,0,0.804,2,1
159,7,0,0.564,2,3
159,8,0,0.909,1,0
159,9,0,0.748,3,2
159,10,0,0.502,2,0
159,11,0,0.58,1,0
159,12,1,0.675,2,3
159,13,0,0.797,3,0
159,14,0,0.829,2,2
159,15,0,0.546,3,2
159,16,0,0.785,2,2
159,17,0,0.505,2,2
159,18,1,0.668,2,1
159,19,0,0.854,2,0
159,20,1,0.788,2,1
160,0,0,0.948,3,0
160,1,0,0.585,2,3
160,2,1,0.788,2,0
160,3,0,0.789,1,1
160,4,0,0.848,2,0
160,5,1,0.598,2,0
160,6,0,0.735,3,3
160,7,0,0.687,1,1
160,8,0,0.976,2,3
160,9,0,0.641,3,3
160,10,0,0.608,3,3
160,11,0,0.914,2,3
160,12,0,0.773,2,1
160,13,0,0.808,3,3
160,14,1,0.675,2,0
160,15,0,0.86,1,3
161,0,1,0.293,2,0
161,1,1,0.346,1,1
161,2,1,0.338,1,0
161,3,1,0.254,1,1
161,4,1,0.122,1,0
161,5,0,0.17,2,1
161,6,1,0.174,2,1
161,7,1,0.323,1,0
161,8,0,0.117,1,1
161,9,1,0.13,1,0
161,10,0,0.202,2,1
161,11,1,0.307,1,0
161,12,1,0.186,1,1
161,13,1,0.165,1,0
161,14,1,0.198,1,0
161,15,0,0.242,1,1
161,16,1,0.141,1,0
161,17,1,0.244,2,1
161,18,1,0.083,1,0
161,19,1,0.28,1,0
161,20,1,0.304,1,0
161,21,1,0.264,1,0
161,22,1,0.243,1,0
161,23,1,0.176,1,0
161,24,1,0.271,1,0
161,25,1,0.111,1,1
161,26,0,0.347,1,0
161,27,1,0.321,1,0
162,0,1,0.693,2,0
162,1,1,0.601,1,2
162,2,0,0.246,2,2
162,3,1,0.492,1,1
162,4,1,0.269,2,0
162,5,1,0.359,1,2
162,6,0,0.652,1,0
162,7,1,0.459,2,0
162,8,0,0.541,1,2
162,9,0,0.625,2,2
162,10,0,0.399,2,1
162,11,1,0.392,1,2
162,12,1,0.695,1,0
162,13,1,0.343,2,1
162,14,1,0.407,1,0
162,15,1,0.343,2,1
162,16,0,0.617,1,0
162,17,1,0.677,1,2
162,18,1,0.358,1,1
162,19,0,0.53,1,0
162,20,1,0.435,2,0
163,0,1,0.398,2,0
163,1,1,0.288,1,2
163,2,1,0.356,2,0
163,3,0,0.387,1,0
163,4,1,0.423,1,2
163,5,0,0.465,1,1
163,6,0,0.202,1,2
163,7,1,0.637,2,1
163,8,1,0.401,1,2
163,9,1,0.236,1,0
163,10,1,0.206,1,1
163,11,1,0.22,1,2
163,12,0,0.583,1,0
163,13,0,0.667,1,1
163,14,0,0.229,1,2
163,15,1,0.555,1,0
163,16,0,0.424,1,2
164,0,0,0.263,1,1
164,1,1,0.238,1,0
164,2,1,0.11,2,1
164,3,1,0.117,1,0
164,4,1,0.137,1,1
164,5,1,0.09,1,0
164,6,0,0.238,1,0
164,7,1,0.173,1,0
164,8,0,0.187,2,0
164,9,1,0.079,1,1
164,10,1,0.302,1,0
164,11,1,0.16,1,1
164,12,1,0.21,1,0
164,13,1,0.063,2,1
164,14,1,0.23,1,0
164,15,0,0.224,2,1
164,16,0,0.145,1,0
164,17,1,0.315,1,0
164,18,1,0.21,2,0
164,19,0,0.056,1,1
165,0,1,0.834,2,1
165,1,1,0.567,1,0
165,2,1,0.902,2,1
165,3,0,0.83,2,0
165,4,0,0.687,1,1
165,5,0,0.903,2,2
165,6,0,0.883,2,0
165,7,1,0.618,3,1
165,8,0,0.701,2,3
165,9,0,0.854,1,3
166,0,1,0.467,2,0
166,1,1,0.51,1,2
166,2,1,0.636,1,2
166,3,0,0.526,2,0
166,4,1,0.688,1,0
166,5,0,0.61,1,0
166,6,1,0.575,1,0
166,7,1,0.244,2,0
166,8,0,0.453,2,1
166,9,1,0.378,1,1
166,10,0,0.23,1,0
166,11,0,0.583,2,0
166,12,1,0.634,1,0
166,13,0,0.243,2,0
166,14,1,0.201,1,2
166,15,0,0.228,1,0
166,16,1,0.662,2,2
166,17,0,0.372,2,1
167,0,0,0.433,1,1
167,1,0,0.385,1,0
167,2,1,0.667,2,0
167,3,1,0.631,2,1
167,4,1,0.483,1,2
167,5,1,0.648,1,0
167,6,0,0.359,1,2
167,7,1,0.5,2,0
167,8,1,0.611,1,1
167,9,0,0.396,1,1
167,10,1,0.618,1,0
167,11,0,0.463,2,0
167,12,0,0.371,2,0
167,13,1,0.55,2,1
167,14,0,0.488,2,0
168,0,1,0.274,2,0
168,1,1,0.612,2,0
168,2,1,0.262,1,2
168,3,1,0.527,2,1
168,4,1,0.299,2,1
168,5,1,0.405,1,0
168,6,0,0.695,1,2
168,7,0,0.406,2,0
168,8,1,0.336,2,0
168,9,1,0.531,1,1
168,10,1,0.394,2,0
168,11,0,0.59,2,0
168,12,0,0.275,1,0
168,13,0,0.516,2,2
168,14,0,0.405,2,1
168,15,1,0.371,1,1
168,16,1,0.327,1,1
168,17,0,0.447,2,0
168,18,1,0.225,2,1
168,19,0,0.239,2,0
168,20,1,0.56,1,2
168,21,0,0.276,2,2
168,22,0,0.428,2,0
168,23,0,0.349,2,0
168,24,0,0.509,2,2
168,25,1,0.678,2,0
168,26,0,0.374,2,0
168,27,0,0.648,1,1
169,0,0,0.402,2,0
169,1,1,0.329,1,0
169,2,1,0.325,1,1
169,3,1,0.634,1,2
169,4,1,0.309,2,1
169,5,1,0.238,1,0
169,6,1,0.315,1,0
169,7,1,0.313,1,0
169,8,0,0.349,2,0
169,9,0,0.211,2,2
169,10,0,0.594,2,0
169,11,1,0.55,1,0
169,12,1,0.575,2,0
169,13,0,0.515,1,1
169,14,0,0.366,2,0
169,15,1,0.416,2,2
169,16,1,0.281,2,1
169,17,1,0.285,2,0
169,18,1,0.458,2,1
169,19,1,0.61,2,1
169,20,1,0.429,1,0
169,21,0,0.355,1,1
169,22,0,0.512,2,0
169,23,1,0.247,2,0
169,24,0,0.28,2,1
169,25,1,0.647,2,2
169,26,0,0.694,1,0
169,27,1,0.642,1,0
169,28,0,0.351,1,0
170,0,1,0.694,2,1
170,1,0,0.906,2,2
170,2,0,0.947,2,0
170,3,0,0.521,2,1
170,4,0,0.6,1,0
170,5,0,0.563,3,1
170,6,0,0.958,3,2
170,7,0,0.92,3,1
170,8,1,0.771,3,0
170,9,0,0.703,2,0
170,10,0,0.966,3,0
170,11,0,0.554,1,3
170,12,0,0.972,3,3
170,13,0,0.628,2,3
170,14,0,0.837,2,1
170,15,0,0.669,1,3
170,16,0,0.823,3,1
170,17,0,0.936,2,2
170,18,0,0.75,2,0
170,19,0,0.83,2,1
171,0,1,0.489,1,0
171,1,0,0.646,1,0
171,2,0,0.545,2,2
171,3,1,0.353,1,0
171,4,0,0.222,1,1
171,5,0,0.593,2,1
171,6,1,0.615,2,0
171,7,1,0.339,1,0
171,8,0,0.359,1,0
171,9,1,0.234,1,1
171,10,0,0.576,1,2
171,11,0,0.65,2,2
171,12,0,0.546,1,1
171,13,1,0.566,1,0
171,14,0,0.514,2,2
171,15,0,0.473,2,0
171,16,1,0.344,2,0
172,0,0,0.634,2,1
172,1,1,0.316,1,0
172,2,1,0.496,2,2
172,3,0,0.688,1,2
172,4,1,0.205,1,2
172,5,0,0.345,1,0
172,6,1,0.279,1,2
172,7,1,0.542,1,0
172,8,1,0.24,2,2
172,9,0,0.65,2,0
172,10,1,0.655,2,1
172,11,1,0.267,1,1
172,12,1,0.291,2,1
172,13,0,0.536,1,0
172,14,1,0.331,1,1
172,15,1,0.572,1,0
172,16,1,0.459,2,0
172,17,0,0.532,1,0
172,18,1,0.332,2,0
172,19,1,0.288,2,0
172,20,1,0.484,2,0
172,21,1,0.648,1,0
173,0,1,0.145,1,0
173,1,1,0.202,1,0
173,2,1,0.341,1,0
173,3,1,0.276,1,0
173,4,1,0.199,1,0
173,5,1,0.161,1,1
173,6,1,0.174,1,0
173,7,1,0.299,1,1
173,8,1,0.181,1,0
173,9,1,0.237,1,1
173,10,1,0.09,1,0
173,11,1,0.271,1,0
173,12,1,0.061,2,0
173,13,1,0.345,2,0
173,14,0,0.261,1,0
173,15,0,0.067,2,0
173,16,1,0.16,1,0
173,17,1,0.134,1,0
173,18,1,0.325,2,1
173,19,1,0.29,1,0
174,0,1,0.197,1,0
174,1,1,0.143,1,0
174,2,1,0.156,2,0
174,3,1,0.102,2,0
174,4,1,0.279,2,0
174,5,1,0.18,1,0
174,6,1,0.32,1,0
174,7,1,0.247,2,0
174,8,1,0.147,1,0
174,9,1,0.173,2,0
174,10,1,0.216,1,1
174,11,0,0.097,2,0
174,12,1,0.239,1,0
174,13,1,0.225,1,0
174,14,1,0.117,1,0
174,15,1,0.168,1,0
174,16,1,0.138,1,1
174,17,0,0.18,1,0
174,18,1,0.094,1,0
174,19,1,0.313,1,1
174,20,1,0.299,2,1
174,21,1,0.264,1,1
175,0,1,0.513,2,0
175,1,0,0.588,1,2
175,2,1,0.246,2,1
175,3,0,0.333,1,0
175,4,0,0.659,2,0
175,5,0,0.42,1,1
175,6,1,0.652,2,0
175,7,1,0.563,1,1
175,8,1,0.455,1,0
175,9,1,0.307,1,0
175,10,0,0.395,1,0
175,11,0,0.258,1,0
175,12,0,0.387,2,2
175,13,1,0.375,1,2
175,14,1,0.534,2,1
175,15,0,0.285,1,0
175,16,1,0.404,1,0
175,17,1,0.201,1,1
175,18,0,0.512,2,1
175,19,1,0.217,1,1
175,20,1,0.641,1,1
175,21,0,0.456,2,0
175,22,1,0.496,2,2
175,23,1,0.404,1,0
175,24,1,0.48,2,0
175,25,0,0.566,2,1
175,26,1,0.669,1,0
175,27,1,0.221,2,1
175,28,1,0.463,1,0
176,0,1,0.306,1,0
176,1,1,0.186,1,1
176,2,1,0.296,1,0
176,3,1,0.306,1,0
176,4,1,0.153,2,0
176,5,1,0.281,1,0
176,6,0,0.148,1,0
176,7,1,0.074,1,1
176,8,1,0.151,1,0
176,9,1,0.346,2,1
177,0,1,0.778,3,2
177,1,0,0.581,2,1
177,2,0,0.974,1,0
177,3,0,0.624,2,1
177,4,0,0.688,2,3
177,5,1,0.595,2,0
177,6,0,0.571,3,3
177,7,0,0.788,1,2
177,8,1,0.73,1,3
177,9,0,0.94,2,1
177,10,1,0.829,1,3
177,11,0,0.594,1,1
177,12,0,0.881,2,2
177,13,0,0.706,2,0
177,14,0,0.706,3,1
178,0,1,0.497,1,2
178,1,1,0.655,2,0
178,2,0,0.405,2,0
178,3,1,0.579,2,0
178,4,1,0.511,1,2
178,5,1,0.509,1,2
178,6,1,0.284,2,1
178,7,1,0.291,1,0
178,8,0,0.474,1,0
178,9,0,0.311,1,0
178,10,1,0.523,1,2
178,11,1,0.348,2,2
178,12,0,0.27,2,0
178,13,0,0.55,2,1
178,14,1,0.506,1,1
178,15,0,0.491,1,0
178,16,0,0.562,1,2
178,17,1,0.225,2,0
178,18,0,0.434,2,0
178,19,0,0.352,2,2
178,20,1,0.563,2,2
178,21,1,0.32,2,2
178,22,1,0.305,1,1
178,23,0,0.539,1,1
178,24,1,0.449,1,0
178,25,0,0.374,1,0
178,26,1,0.524,1,0
179,0,0,0.708,2,0
179,1,0,0.97,1,2
179,2,1,0.8,3,0
179,3,1,0.782,3,2
179,4,1,0.685,2,1
179,5,0,0.811,1,2
179,6,0,0.734,2,3
179,7,1,0.783,3,2
179,8,0,0.653,1,0
179,9,0,0.957,2,0
179,10,1,0.777,1,2
179,11,1,0.873,2,1
179,12,0,0.622,2,3
179,13,0,0.535,3,0
179,14,0,0.897,3,1
179,15,1,0.722,3,0
179,16,0,0.981,3,2
179,17,0,0.938,2,1
179,18,1,0.593,2,2
179,19,0,0.758,2,0
179,20,1,0.557,2,2
179,21,1,0.989,1,3
179,22,1,0.963,3,2
179,23,0,0.525,1,0
180,0,0,0.959,3,0
180,1,1,0.844,1,3
180,2,0,0.989,1,2
180,3,0,0.547,2,2
180,4,0,0.89,2,0
180,5,0,0.651,1,0
180,6,0,0.863,3,2
180,7,0,0.828,2,1
180,8,0,0.79,2,1
180,9,1,0.89,3,3
180,10,0,0.958,2,3
180,11,0,0.819,2,3
181,0,0,0.512,2,0
181,1,0,0.749,3,1
181,2,0,0.895,1,0
181,3,1,0.702,2,3
181,4,1,0.739,3,0
181,5,0,0.893,2,0
181,6,0,0.517,2,0
181,7,0,0.96,2,3
181,8,1,0.809,2,1
181,9,0,0.731,1,0
181,10,0,0.659,2,2
181,11,0,0.861,3,2
181,12,0,0.873,3,1
181,13,1,0.551,2,3
181,14,0,0.536,2,0
181,15,0,0.997,2,2
182,0,1,0.11,1,0
182,1,1,0.215,1,0
182,2,0,0.178,1,0
182,3,1,0.104,1,0
182,4,1,0.084,2,0
182,5,1,0.296,1,0
182,6,0,0.25,1,0
182,7,1,0.227,1,0
